"UID","PUBLICATION_DATE","SITE_ID","DATE_COL","VISIT_NO","PSTL_CODE","LAT_DD83","LON_DD83","AG_ECO3","AG_ECO9","EPA_REG","STATE","CHEM_NOT_COLLECTED","WCHL_NOT_COLLECTED","LAB","MATRIX","SAM_CODE","CHEM_DATE_RECEIVED","CHEM_LAB_SAMPLE_ID","AMMONIA_N_BATCH_ID","AMMONIA_N_DATE_ANALYZED","AMMONIA_N_DILUTION_FACTOR","AMMONIA_N_HOLDING_TIME","AMMONIA_N_MDL","AMMONIA_N_NARS_FLAG","AMMONIA_N_QA_FLAG","AMMONIA_N_RESULT","AMMONIA_N_RL","AMMONIA_N_UNITS","ANC_BATCH_ID","ANC_DATE_ANALYZED","ANC_HOLDING_TIME","ANC_MDL","ANC_NARS_FLAG","ANC_QA_FLAG","ANC_RESULT","ANC_RL","ANC_UNITS","CALCIUM_BATCH_ID","CALCIUM_DATE_ANALYZED","CALCIUM_DILUTION_FACTOR","CALCIUM_HOLDING_TIME","CALCIUM_MDL","CALCIUM_NARS_FLAG","CALCIUM_QA_FLAG","CALCIUM_RESULT","CALCIUM_RL","CALCIUM_UNITS","CHLORIDE_BATCH_ID","CHLORIDE_DATE_ANALYZED","CHLORIDE_DILUTION_FACTOR","CHLORIDE_HOLDING_TIME","CHLORIDE_MDL","CHLORIDE_NARS_FLAG","CHLORIDE_QA_FLAG","CHLORIDE_RESULT","CHLORIDE_RL","CHLORIDE_UNITS","COLOR_BATCH_ID","COLOR_DATE_ANALYZED","COLOR_HOLDING_TIME","COLOR_MDL","COLOR_NARS_FLAG","COLOR_QA_FLAG","COLOR_RESULT","COLOR_RL","COLOR_UNITS","COND_BATCH_ID","COND_DATE_ANALYZED","COND_HOLDING_TIME","COND_MDL","COND_NARS_FLAG","COND_QA_FLAG","COND_RESULT","COND_RL","COND_UNITS","DOC_BATCH_ID","DOC_DATE_ANALYZED","DOC_DILUTION_FACTOR","DOC_HOLDING_TIME","DOC_MDL","DOC_NARS_FLAG","DOC_QA_FLAG","DOC_RESULT","DOC_RL","DOC_UNITS","MAGNESIUM_BATCH_ID","MAGNESIUM_DATE_ANALYZED","MAGNESIUM_DILUTION_FACTOR","MAGNESIUM_HOLDING_TIME","MAGNESIUM_MDL","MAGNESIUM_NARS_FLAG","MAGNESIUM_QA_FLAG","MAGNESIUM_RESULT","MAGNESIUM_RL","MAGNESIUM_UNITS","NITRATE_N_BATCH_ID","NITRATE_N_DATE_ANALYZED","NITRATE_N_DILUTION_FACTOR","NITRATE_N_HOLDING_TIME","NITRATE_N_MDL","NITRATE_N_NARS_FLAG","NITRATE_N_QA_FLAG","NITRATE_N_RESULT","NITRATE_N_RL","NITRATE_N_UNITS","NITRATE_NITRITE_N_BATCH_ID","NITRATE_NITRITE_N_DATE_ANALYZED","NITRATE_NITRITE_N_HOLDING_TIME","NITRATE_NITRITE_N_MDL","NITRATE_NITRITE_N_NARS_FLAG","NITRATE_NITRITE_N_QA_FLAG","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_RL","NITRATE_NITRITE_N_UNITS","NITRITE_N_BATCH_ID","NITRITE_N_DATE_ANALYZED","NITRITE_N_DILUTION_FACTOR","NITRITE_N_HOLDING_TIME","NITRITE_N_MDL","NITRITE_N_NARS_FLAG","NITRITE_N_QA_FLAG","NITRITE_N_RESULT","NITRITE_N_RL","NITRITE_N_UNITS","NTL_BATCH_ID","NTL_DATE_ANALYZED","NTL_DISS_BATCH_ID","NTL_DISS_DATE_ANALYZED","NTL_DISS_HOLDING_TIME","NTL_DISS_MDL","NTL_DISS_NARS_FLAG","NTL_DISS_QA_FLAG","NTL_DISS_RESULT","NTL_DISS_UNITS","NTL_HOLDING_TIME","NTL_MDL","NTL_NARS_FLAG","NTL_QA_FLAG","NTL_RESULT","NTL_RL","NTL_UNITS","PH_BATCH_ID","PH_DATE_ANALYZED","PH_HOLDING_TIME","PH_NARS_FLAG","PH_QA_FLAG","PH_RESULT","PH_UNITS","POTASSIUM_BATCH_ID","POTASSIUM_DATE_ANALYZED","POTASSIUM_DILUTION_FACTOR","POTASSIUM_HOLDING_TIME","POTASSIUM_MDL","POTASSIUM_NARS_FLAG","POTASSIUM_QA_FLAG","POTASSIUM_RESULT","POTASSIUM_RL","POTASSIUM_UNITS","PTL_BATCH_ID","PTL_DATE_ANALYZED","PTL_DISS_BATCH_ID","PTL_DISS_DATE_ANALYZED","PTL_DISS_HOLDING_TIME","PTL_DISS_MDL","PTL_DISS_NARS_FLAG","PTL_DISS_QA_FLAG","PTL_DISS_RESULT","PTL_DISS_UNITS","PTL_HOLDING_TIME","PTL_MDL","PTL_NARS_FLAG","PTL_QA_FLAG","PTL_RESULT","PTL_RL","PTL_UNITS","SILICA_BATCH_ID","SILICA_DATE_ANALYZED","SILICA_HOLDING_TIME","SILICA_MDL","SILICA_NARS_FLAG","SILICA_QA_FLAG","SILICA_RESULT","SILICA_RL","SILICA_UNITS","SODIUM_BATCH_ID","SODIUM_DATE_ANALYZED","SODIUM_DILUTION_FACTOR","SODIUM_HOLDING_TIME","SODIUM_MDL","SODIUM_NARS_FLAG","SODIUM_QA_FLAG","SODIUM_RESULT","SODIUM_RL","SODIUM_UNITS","SULFATE_BATCH_ID","SULFATE_DATE_ANALYZED","SULFATE_DILUTION_FACTOR","SULFATE_HOLDING_TIME","SULFATE_MDL","SULFATE_NARS_FLAG","SULFATE_QA_FLAG","SULFATE_RESULT","SULFATE_RL","SULFATE_UNITS","TKN_BATCH_ID","TKN_DATE_ANALYZED","TKN_HOLDING_TIME","TKN_MDL","TKN_NARS_FLAG","TKN_QA_FLAG","TKN_RESULT","TKN_RL","TKN_UNITS","TSS_BATCH_ID","TSS_DATE_ANALYZED","TSS_HOLDING_TIME","TSS_MDL","TSS_NARS_FLAG","TSS_QA_FLAG","TSS_RESULT","TSS_RL","TSS_UNITS","TURB_BATCH_ID","TURB_DATE_ANALYZED","TURB_HOLDING_TIME","TURB_MDL","TURB_NARS_FLAG","TURB_QA_FLAG","TURB_RESULT","TURB_RL","TURB_UNITS","WCHL_DATE_RECEIVED","WCHL_LAB_SAMPLE_ID","CHLA_BATCH_ID","CHLA_DATE_ANALYZED","CHLA_HOLDING_TIME","CHLA_MDL","CHLA_NARS_FLAG","CHLA_RESULT","CHLA_RL","CHLA_UNITS","CHLA_VOLUME_FILTERED","PHEO_BATCH_ID","PHEO_DATE_ANALYZED","PHEO_HOLDING_TIME","PHEO_NARS_FLAG","PHEO_RESULT","PHEO_RL"
2014096,"4/28/2021","NRS18_TN_10490","7/16/2019",1,"TN",35.76445312,-86.16621375,"EHIGH","SAP","Region_04","TN","","","WRS","WATER","REGULAR",1,0,"190718.1","18-Jul-19",1,2,0.001,"","",0.023,0.004,"mg N/L","190717.1","17-Jul-19",1,NA,"","",3371.5,NA,"uEQ/L","191202.1","2-Dec-19",1,139,0.007,"","",64.312,0.024,"mg/L","190718.1","18-Jul-19",1,2,0.002,"","",3.361,0.005,"mg/L","190717","17-Jul-19",1,NA,"","",11,NA,"APHA PT-CO","190717.1","17-Jul-19",1,NA,"","",344.3,2,"uS/cm at 25 C","190719.1","19-Jul-19",1,3,0.022,"","",1.31,0.2,"mg/L","191202.1","2-Dec-19",1,139,0.004,"","",5.932,0.002,"mg/L","190718.1","18-Jul-19",1,2,3e-04,"","",1.0676,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","190718.1","18-Jul-19",1,2,2e-04,"","","0.0037",0.001,"mg N/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",8,0.008,"","",1.224,"mg N/L",7,0.008,"","",1.249,0.02,"mg N/L","190717.1","17-Jul-19",1,"","",8.43,"Std. Units","191202.1","2-Dec-19",1,139,0.031,"","",1.43,0.054,"mg/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",8,2.5,"","",90.954,"ug/L",7,2.5,"","",101.254,4,"ug/L","190719.1","19-Jul-19",3,0.001,"","",7.202,0.01,"mg/L","191202.1","2-Dec-19",1,139,0.009,"","",1.905,0.006,"mg/L","190718.1","18-Jul-19",1,2,0.001,"","",7.163,0.08,"mg/L","","",NA,NA,"","","",NA,"","190719.1","19-Jul-19",3,NA,"","","5.7",2,"mg/L","190717.1","17-Jul-19",1,NA,"","",3.51,1,"NTU","7/17/2019","","190724.1","7/24/2019",8,0.24,"","4.53",NA,"ug/L",750,"","",NA,"","",NA
2014097,"4/28/2021","NRS18_AL_10018","7/15/2019",1,"AL",33.01342379,-87.08607699,"EHIGH","SAP","Region_04","AL","","","WRS","WATER","REGULAR",1,0,"190718.1","18-Jul-19",1,3,0.001,"","",0.014,0.004,"mg N/L","190717.1","17-Jul-19",2,NA,"","",2349.15,NA,"uEQ/L","191202.1","2-Dec-19",1,140,0.007,"","",36.466,0.024,"mg/L","190718.1","18-Jul-19",1,3,0.002,"","",6.309,0.005,"mg/L","190717","17-Jul-19",2,NA,"","",12,NA,"APHA PT-CO","190717.1","17-Jul-19",2,NA,"","",295.4,2,"uS/cm at 25 C","190719.1","19-Jul-19",1,4,0.022,"","",1.52,0.2,"mg/L","191202.1","2-Dec-19",1,140,0.004,"","",12.692,0.002,"mg/L","190718.1","18-Jul-19",1,3,3e-04,"","",0.4444,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","190718.1","18-Jul-19",1,3,2e-04,"","","0.0038",0.001,"mg N/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",9,0.008,"","",0.589,"mg N/L",8,0.008,"","",0.61,0.02,"mg N/L","190717.1","17-Jul-19",2,"","",8.32,"Std. Units","191202.1","2-Dec-19",1,140,0.031,"","",2.535,0.054,"mg/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",9,2.5,"","",8.823,"ug/L",8,2.5,"","",15.948,4,"ug/L","190719.1","19-Jul-19",4,0.001,"","",5.699,0.01,"mg/L","191202.1","2-Dec-19",1,140,0.009,"","",6.675,0.006,"mg/L","190718.1","18-Jul-19",1,3,0.001,"","",24.841,0.08,"mg/L","","",NA,NA,"","","",NA,"","190719.1","19-Jul-19",4,NA,"","","8.2",2,"mg/L","190717.1","17-Jul-19",2,NA,"","",3.42,1,"NTU","7/17/2019","","190724.1","7/24/2019",9,0.24,"","2.96",NA,"ug/L",500,"","",NA,"","",NA
2014098,"4/28/2021","NRS18_NE_10054","7/17/2019",1,"NE",42.77675348,-100.8528734,"PLNLOW","SPL","Region_07","NE","","","WRS","WATER","REGULAR",1,0,"190724.1","24-Jul-19",1,7,0.001,"","",0.014,0.004,"mg N/L","190719.1","19-Jul-19",2,NA,"","",2680.73,NA,"uEQ/L","191202.2","2-Dec-19",1,138,0.007,"","",35.206,0.024,"mg/L","190719.1","19-Jul-19",1,2,0.002,"","",2.509,0.005,"mg/L","190719","19-Jul-19",2,NA,"","",30,NA,"APHA PT-CO","190719.1","19-Jul-19",2,NA,"","",283.7,2,"uS/cm at 25 C","190729.1","29-Jul-19",1,12,0.022,"","",4.97,0.2,"mg/L","191202.2","2-Dec-19",1,138,0.004,"","",5.921,0.002,"mg/L","190719.1","19-Jul-19",1,2,3e-04,"","",0.5282,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","190719.1","19-Jul-19",1,2,2e-04,"","","0.0042",0.001,"mg N/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,0.008,"","",0.911,"mg N/L",6,0.008,"","",1.236,0.02,"mg N/L","190719.1","19-Jul-19",2,"","",8.45,"Std. Units","191202.2","2-Dec-19",1,138,0.031,"","",8.526,0.054,"mg/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,2.5,"","",153.385,"ug/L",6,2.5,"","",277.118,4,"ug/L","190719.1","19-Jul-19",2,0.001,"","",56.392,0.01,"mg/L","191202.2","2-Dec-19",1,138,0.009,"","",13.711,0.006,"mg/L","190719.1","19-Jul-19",1,2,0.001,"","",8.29,0.08,"mg/L","","",NA,NA,"","","",NA,"","190719.1","19-Jul-19",2,NA,"","","189.8",2,"mg/L","190719.1","19-Jul-19",2,NA,"","",25.47,1,"NTU","7/19/2019","","190724.1","7/24/2019",7,0.24,"","30.6",NA,"ug/L",100,"","",NA,"","",NA
2014099,"4/28/2021","NRS18_WI_10055","7/17/2019",1,"WI",44.19162768,-88.80697007,"PLNLOW","TPL","Region_05","WI","","","WSLOH","WATER","REGULAR",1,1,"164317","7/24/2019",NA,7,0.015,"L","L",0.0284,0.048,"mg N/L","164728","7/30/2019",13,400,"L",">L",3320,400,"ueq/L","163981","7/24/2019",NA,7,0.1,"L",">L",41.7,0.3,"mg/L","164530","7/26/2019",NA,9,0.31,"L",">L",10.7,1,"mg/L","163926","7/19/2019",2,5,"L",">L",60,5,"APHA PT-CO","164728","7/30/2019",13,10,"L",">L",365,10,"uS/cm","164229","7/24/2019",NA,7,0.4,"L",">L",12.4,1.3,"mg/L","163981","7/24/2019",NA,7,0.1,"L",">L",20.7,0.3,"mg/L","164317","7/24/2019",NA,7,0.3,"L","L",0.446,1,"mg N/L","164317","7/24/2019",7,0.036,"L",">L",0.464,0.12,"mg N/L","163887","7/19/2019",NA,2,0.002,"L",">L","0.0184",0.007,"mg N/L","167986","8/20/2019",NA,"",NA,NA,"","",NA,"",34,0.15,"L",">L",1.37,0.5,"mg N/L","164728","7/30/2019",13,"","",7.91,"Std. Units","163981","7/24/2019",NA,7,0.2,"L",">L",1.7,0.6,"mg/L","164408","7/24/2019",NA,"",NA,NA,"","",NA,"",7,8,"L",">L",109,27,"ug/L","164165","7/23/2019",6,0.1,"L",">L",12.2,0.32,"mg/L","163981","7/24/2019",NA,7,0.2,"L",">L",6.56,0.6,"mg/L","164530","7/26/2019",NA,9,1.6,"L",">L",5.79,5,"mg/L","","",NA,NA,"","","",NA,"","164264","7/24/2019",7,2.5,"L",">L","4.75",2.5,"mg/L","163925","7/19/2019",2,0.1,"L",">L",4.11,0.1,"NTU","","","","",NA,NA,"","",NA,"",NA,"","",NA,"","",NA
2014100,"4/28/2021","NRS18_IN_10033","7/17/2019",1,"IN",41.74129227,-86.2728023,"PLNLOW","UMW","Region_05","IN","","","WRS","WATER","REGULAR",1,0,"190724.1","24-Jul-19",1,7,0.001,"","",0.032,0.004,"mg N/L","190719.1","19-Jul-19",2,NA,"","",4438.42,NA,"uEQ/L","191202.2","2-Dec-19",1,138,0.007,"","",75.379,0.024,"mg/L","190719.1","19-Jul-19",2,2,0.002,"","",26.945,0.005,"mg/L","190719","19-Jul-19",2,NA,"","",30,NA,"APHA PT-CO","190719.1","19-Jul-19",2,NA,"","",570.2,2,"uS/cm at 25 C","190729.1","29-Jul-19",1,12,0.022,"","",5.45,0.2,"mg/L","191202.2","2-Dec-19",1,138,0.004,"","",21.667,0.002,"mg/L","190719.1","19-Jul-19",2,2,3e-04,"","",1.1204,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","190719.1","19-Jul-19",2,2,2e-04,"","","0.0105",0.001,"mg N/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,0.008,"","",1.61,"mg N/L",6,0.008,"","",1.73,0.02,"mg N/L","190719.1","19-Jul-19",2,"","",8.38,"Std. Units","191202.2","2-Dec-19",1,138,0.031,"","",2.444,0.054,"mg/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,2.5,"","",32.408,"ug/L",6,2.5,"","",59.118,4,"ug/L","190719.1","19-Jul-19",2,0.001,"","",11.19,0.01,"mg/L","191202.2","2-Dec-19",1,138,0.009,"","",14.831,0.006,"mg/L","190719.1","19-Jul-19",2,2,0.001,"","",29.974,0.08,"mg/L","","",NA,NA,"","","",NA,"","190719.1","19-Jul-19",2,NA,"","","6.1",2,"mg/L","190719.1","19-Jul-19",2,NA,"","",5.09,1,"NTU","7/19/2019","","190725.1","7/25/2019",8,0.24,"","11.31",NA,"ug/L",250,"","",NA,"","",NA
2014101,"4/28/2021","NRS18_MN_10055","7/17/2019",1,"MN",43.53442977,-91.3839322,"PLNLOW","UMW","Region_05","MN","","","WRS","WATER","REGULAR",1,0,"190718.1","18-Jul-19",1,1,0.001,"","",0.013,0.004,"mg N/L","190718.1","18-Jul-19",1,NA,"","",5229.21,NA,"uEQ/L","191202.1","2-Dec-19",1,138,0.007,"","",63.189,0.024,"mg/L","190718.1","18-Jul-19",2,1,0.002,"","",8.31,0.005,"mg/L","190718","18-Jul-19",1,NA,"","",11,NA,"APHA PT-CO","190718.1","18-Jul-19",1,NA,"","",544.4,2,"uS/cm at 25 C","190729.1","29-Jul-19",1,12,0.022,"","",0.77,0.2,"mg/L","191202.1","2-Dec-19",1,138,0.004,"","",33.27,0.002,"mg/L","190718.1","18-Jul-19",2,1,3e-04,"","",4.2939,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","190718.1","18-Jul-19",2,1,2e-04,"","","0.0112",0.001,"mg N/L","190801.1","1-Aug-19",190730.1,"30-Jul-19",13,0.008,"","",4.375,"mg N/L",15,0.008,"","",4.363,0.02,"mg N/L","190718.1","18-Jul-19",1,"","",8.37,"Std. Units","191202.1","2-Dec-19",1,138,0.031,"","",1.326,0.054,"mg/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,2.5,"","",32.328,"ug/L",6,2.5,"","",55.891,4,"ug/L","190719.1","19-Jul-19",2,0.001,"","",12.549,0.01,"mg/L","191202.1","2-Dec-19",1,138,0.009,"","",3.605,0.006,"mg/L","190718.1","18-Jul-19",2,1,0.001,"","",10.047,0.08,"mg/L","","",NA,NA,"","","",NA,"","190719.1","19-Jul-19",2,NA,"","","27.8",2,"mg/L","190718.1","18-Jul-19",1,NA,"","",8.08,1,"NTU","7/18/2019","","190724.1","7/24/2019",7,0.24,"","2.14",NA,"ug/L",500,"","",NA,"","",NA
2014102,"4/28/2021","NRS18_MD_10001","7/17/2019",2,"MD",38.68907918,-75.76990306,"PLNLOW","CPL","Region_03","MD","","","WRS","WATER","REGULAR",1,0,"190724.1","24-Jul-19",1,7,0.001,"","",0.042,0.004,"mg N/L","190719.1","19-Jul-19",2,NA,"","",432.03,NA,"uEQ/L","191202.2","2-Dec-19",1,138,0.007,"","",10.747,0.024,"mg/L","190719.1","19-Jul-19",1,2,0.002,"","",13.898,0.005,"mg/L","190719","19-Jul-19",2,NA,"","",40,NA,"APHA PT-CO","190719.1","19-Jul-19",2,NA,"","",151.5,2,"uS/cm at 25 C","190729.1","29-Jul-19",1,12,0.022,"","",3.27,0.2,"mg/L","191202.2","2-Dec-19",1,138,0.004,"","",4.714,0.002,"mg/L","190719.1","19-Jul-19",1,2,3e-04,"","",3.4338,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","190719.1","19-Jul-19",1,2,2e-04,"","","0.0084",0.001,"mg N/L","190801.1","1-Aug-19",190730.1,"30-Jul-19",13,0.008,"","",3.65,"mg N/L",15,0.008,"","",3.575,0.02,"mg N/L","190719.1","19-Jul-19",2,"","",7.47,"Std. Units","191202.2","2-Dec-19",1,138,0.031,"","",4.208,0.054,"mg/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,2.5,"","",45.18,"ug/L",6,2.5,"","",75.895,4,"ug/L","190719.1","19-Jul-19",2,0.001,"","",14.489,0.01,"mg/L","191202.2","2-Dec-19",1,138,0.009,"","",7.934,0.006,"mg/L","190719.1","19-Jul-19",1,2,0.001,"","",10.46,0.08,"mg/L","","",NA,NA,"","","",NA,"","190719.1","19-Jul-19",2,NA,"","","2.3",2,"mg/L","190719.1","19-Jul-19",2,NA,"","",4.16,1,"NTU","7/19/2019","","190724.1","7/24/2019",7,0.24,"","0.66",NA,"ug/L",600,"","",NA,"","",NA
2014103,"4/28/2021","NRS18_IA_10011","7/17/2019",2,"IA",43.4728335,-92.2803351,"PLNLOW","TPL","Region_07","IA","","","WRS","WATER","REGULAR",1,0,"190718.1","18-Jul-19",1,1,0.001,"","",0.019,0.004,"mg N/L","190718.1","18-Jul-19",1,NA,"","",3596.57,NA,"uEQ/L","191202.1","2-Dec-19",1,138,0.007,"","",66.806,0.024,"mg/L","190718.1","18-Jul-19",1,1,0.002,"","",13.383,0.005,"mg/L","190718","18-Jul-19",1,NA,"","",18,NA,"APHA PT-CO","190718.1","18-Jul-19",1,NA,"","",478.5,2,"uS/cm at 25 C","190729.1","29-Jul-19",1,12,0.022,"","",1.78,0.2,"mg/L","191202.1","2-Dec-19",1,138,0.004,"","",16.935,0.002,"mg/L","190719.1","19-Jul-19",10,2,3e-04,"","",8.6319,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","190718.1","18-Jul-19",1,1,2e-04,"","","0.0204",0.001,"mg N/L","190801.1","1-Aug-19",190730.1,"30-Jul-19",13,0.008,"","",8.6,"mg N/L",15,0.008,"","",8.85,0.02,"mg N/L","190718.1","18-Jul-19",1,"","",8.22,"Std. Units","191202.1","2-Dec-19",1,138,0.031,"","",1.613,0.054,"mg/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,2.5,"","",52.069,"ug/L",6,2.5,"","",91.153,4,"ug/L","190719.1","19-Jul-19",2,0.001,"","",11.884,0.01,"mg/L","191202.1","2-Dec-19",1,138,0.009,"","",5.098,0.006,"mg/L","190718.1","18-Jul-19",1,1,0.001,"","",14.176,0.08,"mg/L","","",NA,NA,"","","",NA,"","190719.1","19-Jul-19",2,NA,"","","21.9",2,"mg/L","190718.1","18-Jul-19",1,NA,"","",13.4,1,"NTU","7/18/2019","","190724.1","7/24/2019",7,0.24,"","4.8",NA,"ug/L",600,"","",NA,"","",NA
2014104,"4/28/2021","NRS18_FL_10002","7/17/2019",1,"FL",30.35243432,-84.68591558,"PLNLOW","CPL","Region_04","FL","","","WRS","WATER","REGULAR",1,0,"190724.1","24-Jul-19",2,7,0.001,"","",0.272,0.004,"mg N/L","190719.1","19-Jul-19",2,NA,"","",377.09,NA,"uEQ/L","191202.2","2-Dec-19",1,138,0.007,"","",5.413,0.024,"mg/L","190719.1","19-Jul-19",1,2,0.002,"","",6.576,0.005,"mg/L","190719","19-Jul-19",2,NA,"","",65,NA,"APHA PT-CO","190719.1","19-Jul-19",2,NA,"","",69.7,2,"uS/cm at 25 C","190729.1","29-Jul-19",1,12,0.022,"","",8.17,0.2,"mg/L","191202.2","2-Dec-19",1,138,0.004,"","",2.517,0.002,"mg/L","190719.1","19-Jul-19",1,2,3e-04,"","",0.084,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","190719.1","19-Jul-19",1,2,2e-04,"","","0.0078",0.001,"mg N/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,0.008,"","",0.649,"mg N/L",6,0.008,"","",0.709,0.02,"mg N/L","190719.1","19-Jul-19",2,"","",7.25,"Std. Units","191202.2","2-Dec-19",1,138,0.031,"","",1.533,0.054,"mg/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,2.5,"","",54.783,"ug/L",6,2.5,"","",79.361,4,"ug/L","190719.1","19-Jul-19",2,0.001,"","",4.525,0.01,"mg/L","191202.2","2-Dec-19",1,138,0.009,"","",4.068,0.006,"mg/L","190719.1","19-Jul-19",1,2,0.001,"","",1.633,0.08,"mg/L","","",NA,NA,"","","",NA,"","190719.1","19-Jul-19",2,NA,"","","2.9",2,"mg/L","190719.1","19-Jul-19",2,NA,"","",2.38,1,"NTU","7/19/2019","","190724.1","7/24/2019",7,0.24,"","3.64",NA,"ug/L",500,"","",NA,"","",NA
2014105,"4/28/2021","NRS18_DE_10332","7/17/2019",1,"DE",39.8007173,-75.43364349,"PLNLOW","CPL","Region_03","DE","","","WRS","WATER","REGULAR",1,0,"190724.1","24-Jul-19",1,7,0.001,"","",0.023,0.004,"mg N/L","190719.1","19-Jul-19",2,NA,"","",1390.58,NA,"uEQ/L","191202.2","2-Dec-19",1,138,0.007,"","",38.565,0.024,"mg/L","190719.1","19-Jul-19",2,2,0.002,"","",90.926,0.005,"mg/L","190719","19-Jul-19",2,NA,"","",25,NA,"APHA PT-CO","190719.1","19-Jul-19",2,NA,"","",507.1,2,"uS/cm at 25 C","190731.1","31-Jul-19",1,14,0.022,"","",1.99,0.2,"mg/L","191202.2","2-Dec-19",1,138,0.004,"","",17.641,0.002,"mg/L","190719.1","19-Jul-19",2,2,3e-04,"","",1.3482,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","190719.1","19-Jul-19",2,2,2e-04,"","","0.01",0.001,"mg N/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,0.008,"","",1.559,"mg N/L",6,0.008,"","",1.576,0.02,"mg N/L","190719.1","19-Jul-19",2,"","",8.05,"Std. Units","191202.2","2-Dec-19",1,138,0.031,"","",3.547,0.054,"mg/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,2.5,"","",42.074,"ug/L",6,2.5,"","",49.155,4,"ug/L","190719.1","19-Jul-19",2,0.001,"","",22.093,0.01,"mg/L","191202.2","2-Dec-19",1,138,0.009,"","",29.958,0.006,"mg/L","190719.1","19-Jul-19",2,2,0.001,"","",20.117,0.08,"mg/L","","",NA,NA,"","","",NA,"","190719.1","19-Jul-19",2,NA,"","","1.8",2,"mg/L","190719.1","19-Jul-19",2,NA,"","",1.48,1,"NTU","7/19/2019","","190724.1","7/24/2019",7,0.24,"","1.57",NA,"ug/L",750,"","",NA,"","",NA
2014106,"4/28/2021","NRS18_KS_10045","7/17/2019",1,"KS",39.32949678,-95.35688326,"PLNLOW","TPL","Region_07","KS","","","WRS","WATER","REGULAR",1,0,"190724.1","24-Jul-19",1,7,0.001,"","",0.012,0.004,"mg N/L","190719.1","19-Jul-19",2,NA,"","",6107.15,NA,"uEQ/L","191202.2","2-Dec-19",1,138,0.007,"","",92.781,0.024,"mg/L","190719.1","19-Jul-19",2,2,0.002,"","",11.802,0.005,"mg/L","190719","19-Jul-19",2,NA,"","",25,NA,"APHA PT-CO","190719.1","19-Jul-19",2,NA,"","",614,2,"uS/cm at 25 C","190729.1","29-Jul-19",1,12,0.022,"","",2.4,0.2,"mg/L","191202.2","2-Dec-19",1,138,0.004,"","",19.266,0.002,"mg/L","190719.1","19-Jul-19",2,2,3e-04,"","",1.1567,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","190719.1","19-Jul-19",2,2,2e-04,"","","0.0072",0.001,"mg N/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,0.008,"","",1.426,"mg N/L",6,0.008,"","",1.411,0.02,"mg N/L","190719.1","19-Jul-19",2,"","",8.43,"Std. Units","191202.2","2-Dec-19",1,138,0.031,"","",2.118,0.054,"mg/L","190723.2","23-Jul-19",190724.1,"24-Jul-19",7,2.5,"","",67.898,"ug/L",6,2.5,"","",74.768,4,"ug/L","190719.1","19-Jul-19",2,0.001,"","",18.934,0.01,"mg/L","191202.2","2-Dec-19",1,138,0.009,"","",18.043,0.006,"mg/L","190719.1","19-Jul-19",2,2,0.001,"","",14.581,0.08,"mg/L","","",NA,NA,"","","",NA,"","190719.1","19-Jul-19",2,NA,"","","1.1",2,"mg/L","190719.1","19-Jul-19",2,NA,"","",3.01,1,"NTU","7/19/2019","","190724.1","7/24/2019",7,0.24,"","0.81",NA,"ug/L",1000,"","",NA,"","",NA
